Restaurant_Name,Delivery_Rating,Cuisine,Place_Name,City,Item_Name,Best_Seller,Prices,Average_Rating,Is_Bestseller,Restaurant_Popularity,Is_Highly_Rated,Is_Expensive
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Platter Kebab Combo,BESTSELLER,249,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Chicken Rumali Shawarma,BESTSELLER,129,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Chicken Tandoori Salad,NONE,189,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Chicken BBQ Salad,BESTSELLER,189,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Special Doner Wrap Combo,MUST TRY,205,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Chicken Tandoori Pizza [8 inches],BESTSELLER,199,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Special Zinger Tortilla Wrap,CHEF'S SPECIAL,165,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Chicken Popcorn [20 Pieces],BESTSELLER,165,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Chicken Tandoori Sandwich,NONE,115,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Chicken Bread Samoli Shawarma,NONE,129,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Fish Platter [Boneless Indian Basa],NONE,295,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Special Platter Kebab Combo,BESTSELLER,279,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Doner Kebab,MUST TRY,159,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Chicken Shawarma,MUST TRY,129,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,French Fries + Coke [220 ml],NONE,199,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Platter Kebab Combo,BESTSELLER,249,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Special Platter Kebab Combo,BESTSELLER,279,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Special Kebab Wrap Combo,BESTSELLER,205,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Special Doner Wrap Combo,CHEF'S SPECIAL,205,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Chicken Tandoori Salad,NONE,189,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Chicken BBQ Salad,BESTSELLER,189,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Fish Platter [Boneless Indian Basa],NONE,295,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Doner Kebab,CHEF'S SPECIAL,159,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Veg Pizza [8 inches],NONE,169,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Sweet Corn Pizza [8 inches],NONE,175,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Chicken Classic Pizza [8 inches],NONE,199,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Chicken Barbeque Pizza [8 inches],NONE,199,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Chicken Tandoori Pizza [8 inches],BESTSELLER,199,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Chicken Barbeque Burger,NONE,115,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Chicken Tandoori Burger,NONE,115,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Chicken Zinger Burger,NONE,125,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Cheese Veg Sandwich,NONE,105,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Grilled Veg Sandwich,NONE,105,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Chicken Barbeque Sandwich,NONE,115,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Chicken Tandoori Sandwich,NONE,115,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Double Decker Sandwich,NONE,145,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Special Zinger Tortilla Wrap,CHEF'S SPECIAL,165,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Special Fish Tortilla Wrap,CHEF'S SPECIAL,165,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Kebab Wrap,NONE,159,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Chicken Rumali Shawarma,BESTSELLER,129,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Chicken Bread Samoli Shawarma,NONE,129,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Chicken Shawarma,NONE,129,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Chicken Nuggets [6 Pieces],NONE,115,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Chicken Popcorn [20 Pieces],BESTSELLER,165,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,Veg Bread Samoli,NONE,105,4.05,1,46,1,0
Doner King,4.2,Fast Food,Malakpet, Hyderabad,French Fries,NONE,175,4.05,1,46,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Naked Chicken Taco,BESTSELLER,249,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Big Bell Box - Veg,BESTSELLER,299,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Big Bell Box - Non Veg,BESTSELLER,349,4,1,97,1,1
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,7 Layer Burrito - Non veg,BESTSELLER,279,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Soft Taco Mexican Paneer,BESTSELLER,119,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Churro Bombs,NONE,109,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Crunchy Taco Pinto Bean,NONE,109,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Cheesy Fries,BESTSELLER,129,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,7 Layer Burrito - Veg,NONE,259,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Ultimate Rice Bowl - Non Veg,BESTSELLER,209,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Naked Chicken Nachos,BESTSELLER,189,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Crunchy Taco Mexican Chicken,NONE,119,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Naked Chicken Taco Meal,BESTSELLER,378,4,1,97,1,1
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Ultimate Rice Bowl - Veg,BESTSELLER,189,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Churros & Chocolate Regular,BESTSELLER,109,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Naked Veggie Taco,NONE,249,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Nachos Cheese dip,NONE,40,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Cheesy Seasoned Nachos,NONE,139,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Sriracha Burrito - Veg,NONE,115,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Cheesy Chicken Quesadilla,NONE,109,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Guacamole,BESTSELLER,70,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Cinnamon Twist,NONE,59,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Spicy salsa dip,NONE,40,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Chocolate Sauce,NONE,40,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Taco Tuesday Non-Veg,NONE,129,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Taco Tuesday Veg,NONE,129,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Big Bell Box - Veg,BESTSELLER,299,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Cheese Max Box Veg,NONE,399,4,1,97,1,1
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Naked Veggie Taco Meal,NONE,378,4,1,97,1,1
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Hot & Cheesy Crunchwrap Meal - Veg,NONE,344,4,1,97,1,1
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,7 Layer Burrito Meal-Veg,NONE,388,4,1,97,1,1
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Crispy Chalupa Taco Veg Meal,NONE,314,4,1,97,1,1
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Melted Cheese Quesadilla - Veg,NONE,334,4,1,97,1,1
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Ultimate Rice Bowl Meal Veg,NONE,318,4,1,97,1,1
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Burrito Supreme Meal - Veg,NONE,308,4,1,97,1,1
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Cheese Stuft Taco Meal - Veg,NONE,388,4,1,97,1,1
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Sriracha Burrito Meal - Veg,NONE,244,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Big Bell Box - Non Veg,BESTSELLER,349,4,1,97,1,1
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Cheese Max Box Non-Veg,NONE,449,4,1,97,1,1
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Naked Chicken Taco Meal,BESTSELLER,378,4,1,97,1,1
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,7 Layer Burrito Meal - Non Veg,NONE,408,4,1,97,1,1
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Hot & Cheesy Crunchwrap Meal - Non Veg,NONE,364,4,1,97,1,1
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Crispy Chalupa Taco Meal - Non Veg,NONE,324,4,1,97,1,1
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Ultimate Rice Bowl Meal Non-Veg,NONE,338,4,1,97,1,1
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Burrito Supreme Meal - Non-Veg,NONE,328,4,1,97,1,1
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Melted Cheese Quesadilla Meal - Non Veg,NONE,354,4,1,97,1,1
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Cheese Stuft Taco Meal - Non Veg,NONE,378,4,1,97,1,1
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Sriracha Burrito Meal - Non Veg,NONE,264,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Naked Veggie Taco,NONE,249,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Naked Chicken Taco,BESTSELLER,249,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Crunchy Taco Mexican Chicken,NONE,119,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Crunchy Taco Pinto Bean,NONE,109,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Crunchy Taco Mexican Paneer,NONE,119,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Soft Taco Mexican Paneer,BESTSELLER,119,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Soft Crispy Chicken Taco,NONE,119,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Soft Taco Mexican Chicken,NONE,119,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,7 Layer Burrito - Veg,NONE,259,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Burrito Supreme Veg,NONE,179,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Sriracha Burrito - Veg,NONE,115,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,7 Layer Burrito - Non veg,BESTSELLER,279,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Burrito Supreme Non Veg,NONE,199,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Sriracha Burrito Non Veg,NONE,135,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Cheese Stuft Taco - Veg,NONE,219,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Chalupa - Pinto Bean (Veg),NONE,185,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Crispy Chalupa Taco (Veg),NONE,185,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Cheese Stuft Taco - Non Veg,NONE,249,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Crispy Chalupa Taco (Non Veg),NONE,195,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Melted Cheese Quesadilla - Veg,NONE,205,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Melted Cheese Quesadilla- Non Veg,NONE,225,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Hot and Crispy Crunch Wrap Veg,NONE,215,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Hot and Crispy Crunch Chicken Wrap,NONE,235,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Ultimate Rice Bowl - Veg,BESTSELLER,189,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Ultimate Rice Bowl - Non Veg,BESTSELLER,209,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Crispy Potato Taco,NONE,79,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Crispy Potato Wrap,NONE,79,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Cheese Quesadilla Veg,NONE,69,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Crispy Chicken Wrap,NONE,99,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Cheesy Chicken Quesadilla,NONE,109,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Seasoned Fries,NONE,109,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Seasoned Nachos & Salsa,NONE,119,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Cheesy Fries,BESTSELLER,129,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Cheesy Seasoned Nachos,NONE,139,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Crispy Chicken Strips,NONE,249,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Naked Chicken Nachos,BESTSELLER,189,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Churro Bombs,NONE,109,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Cinnamon Twist,NONE,59,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Churros & Chocolate Regular,BESTSELLER,109,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Pepsi Pet,NONE,57,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Mirinda Pet,NONE,57,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Mountain Dew Pet,NONE,57,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,7 Up,NONE,57,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Aquavess,NONE,28.57,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Guacamole,BESTSELLER,70,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Nachos Cheese dip,NONE,40,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Spicy salsa dip,NONE,40,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Chocolate Sauce,NONE,40,4,1,97,1,0
Taco Bell,3.7,Wraps,The Next Galleria Mall, Hyderabad,Lava Sauce,NONE,40,4,1,97,1,0
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Pineapple Cake,NONE,500,3.8,1,35,0,1
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Black Forest Cake,NONE,550,3.8,1,35,0,1
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Red Velvet Cake,NONE,700,3.8,1,35,0,1
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Butterscotch Cake,NONE,550,3.8,1,35,0,1
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Pineapple Pastry,NONE,90,3.8,1,35,0,0
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Choco Chip Pastry,NONE,110,3.8,1,35,0,0
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Black Forest Pastry,NONE,100,3.8,1,35,0,0
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Butterscotch Pastry,NONE,90,3.8,1,35,0,0
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Chocolate Truffle Pastry,NONE,125,3.8,1,35,0,0
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Panda Vanilla Pastry,NONE,115,3.8,1,35,0,0
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Chocolate Pastry,NONE,110,3.8,1,35,0,0
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Paneer Puff,NONE,40,3.8,1,35,0,0
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Veg Puff,NONE,25,3.8,1,35,0,0
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Pineapple Cake,NONE,500,3.8,1,35,0,1
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Butterscotch Cake,NONE,550,3.8,1,35,0,1
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Black Forest Cake,NONE,550,3.8,1,35,0,1
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Red Velvet Cake,NONE,700,3.8,1,35,0,1
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Chocolate Cake,NONE,600,3.8,1,35,0,1
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Choco Chip Cake,NONE,600,3.8,1,35,0,1
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Rasmalai Cake,NONE,725,3.8,1,35,0,1
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Blueberry Cake,NONE,650,3.8,1,35,0,1
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Pista Cake,NONE,675,3.8,1,35,0,1
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Chocolate KitKat Cake,NONE,1800,3.8,1,35,0,1
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Rasmalai Tin Cake,NONE,800,3.8,1,35,0,1
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Chocolate Tin Cake,BESTSELLER,800,3.8,1,35,0,1
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Pineapple Pastry,NONE,90,3.8,1,35,0,0
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Butterscotch Pastry,NONE,90,3.8,1,35,0,0
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Black Forest Pastry,NONE,100,3.8,1,35,0,0
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Chocolate Truffle Pastry,NONE,125,3.8,1,35,0,0
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Chocolate Pastry,NONE,110,3.8,1,35,0,0
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Panda Vanilla Pastry,NONE,115,3.8,1,35,0,0
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Red Velvet Pastry,NONE,125,3.8,1,35,0,0
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Choco Chip Pastry,NONE,110,3.8,1,35,0,0
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Veg Puff,NONE,25,3.8,1,35,0,0
BrownBear,4,Fast Food,Himayath Nagar, Hyderabad,Paneer Puff,NONE,40,3.8,1,35,0,0
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Chicken Biryani,BESTSELLER,230,4.05,1,231,1,0
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Special Mutton Biryani,MUST TRY,300,4.05,1,231,1,1
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Kheema Biryani,MUST TRY,340,4.05,1,231,1,1
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Paneer Butter Masala,MUST TRY,240,4.05,1,231,1,0
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Special Chicken Biryani,BESTSELLER,280,4.05,1,231,1,0
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Special Chicken Biryani Family Pack,MUST TRY,580,4.05,1,231,1,1
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Pepper Chicken,BESTSELLER,220,4.05,1,231,1,0
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Mixed Fried Rice,MUST TRY,260,4.05,1,231,1,0
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Special Biryani Non-Veg,MUST TRY,370,4.05,1,231,1,1
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Chicken Drum Stick,BESTSELLER,310,4.05,1,231,1,1
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Murgh Majestic,MUST TRY,310,4.05,1,231,1,1
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Chicken 65,BESTSELLER,305,4.05,1,231,1,1
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Chicken Rice Bowl,NONE,210,4.05,1,231,1,0
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Veg Manchurian,MUST TRY,230,4.05,1,231,1,0
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Prawns Biryani,MUST TRY,350,4.05,1,231,1,1
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Veg Biryani Family Pack,MUST TRY,410,4.05,1,231,1,1
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Egg Biryani,NONE,250,4.05,1,231,1,0
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Veg Spring Roll,NONE,245,4.05,1,231,1,0
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Tandoori Chicken,NONE,260,4.05,1,231,1,0
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Veg Biryani,BESTSELLER,250,4.05,1,231,1,0
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Special Mutton Biryani Family Pack,BESTSELLER,600,4.05,1,231,1,1
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Chicken Biryani Family Pack,NONE,550,4.05,1,231,1,1
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Egg Fried Rice,NONE,220,4.05,1,231,1,0
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Loose Prawns,NONE,350,4.05,1,231,1,1
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Apollo Fish,NONE,350,4.05,1,231,1,1
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Chicken Fried Rice,BESTSELLER,240,4.05,1,231,1,0
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Veg Fried Rice,NONE,210,4.05,1,231,1,0
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Mixed Soft Noodles,NONE,260,4.05,1,231,1,0
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Tandori Chicken,NONE,365,4.05,1,231,1,1
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Fish Biryani,NONE,350,4.05,1,231,1,1
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Vegetable Bullet,NONE,230,4.05,1,231,1,0
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Mutton Rice Bowl,NONE,230,4.05,1,231,1,0
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Prawns Biryani Family Pack,NONE,580,4.05,1,231,1,1
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Chicken Spring roll,NONE,265,4.05,1,231,1,0
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Crystal Special Chicken,NONE,280,4.05,1,231,1,0
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Fish Biryani Family Pack,NONE,580,4.05,1,231,1,1
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Paneer 65,NONE,260,4.05,1,231,1,0
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Mushroom Biryani Family Pack,NONE,425,4.05,1,231,1,1
Crystal Restaurant & Bar,3.9,Biryani,Nallakunta, Hyderabad,Andhra Chicken,NONE,330,4.05,1,231,1,1
